H0101;-14.43107176;16.48547123;01:00;REST;Dormir;chambre (312);NONE jusqu'à 10h
H0101;-14.43107176;16.48547123;06:20;STILL;prière;chambre;
H0101;-14.43107176;16.48547123;07:00;FEED;petit déjeuner;chambre;
H0101;445;0;07:30;STILL;aller à l'école;School;
H0101;-14.43083075;16.485531;13:45;FEED;Déjeuner;Cour;
H0101;-14.43083075;16.485531;15:00;STILL;alimenter les moutons;cour;
H0101;-14.43107176;16.48547123;15:30;STILL;correction+ préparation;chambre;
H0101;-14.4340578;16.48531049;17:00;STILL;aller regarder le foot;terrain;
H0101;-14.43083075;16.485531;19:00;STILL;alimenter les moutons;cour;
H0101;-14.43107176;16.48547123;19:30;STILL;regarder la tele;chambre;
H0101;-14.43107176;16.48547123;22:00;STILL;praparatif du cour;chambre;
H0102;-14.43115126;16.48546091;00:00;REST;Dormir;chambre (310);
H0102;484;47;05:00;STILL;prière;Mosquée;
H0102;-14.42371146;16.48603483;06:00;STILL;amener les moutons;village;
H0102;-14.43116883;16.48555315;10:00;REST;repos;cour;
H0102;-14.43116883;16.48555315;14:00;FEED;déjeuner;Cour;
H0102;-14.42371146;16.48603483;15:00;STILL;amener les moutons;dans la foret;
H0102;-14.43116883;16.48555315;19:00;REST;repos;cour;
H0103;-14.43115594;16.48548197;00:00;REST;Dormir;chambre (311);
H0103;-14.43107751;16.48552088;04:00;STILL;priere+ wird;chambre;
H0103;-14.43124017;16.48536812;07:00;WANDER;arroser le jardin;jardin;
H0103;-14.43107706;16.48561829;07:30;WANDER;Tâche ménagére;cour;
H0103;-14.43116883;16.48555315;08:00;STILL;petit dejeuner;cour;
H0103;-14.43081352;16.48553202;09:00;STILL;Nourrir les animaux;Enclos;
H0103;-14.43280098;16.48626538;10:00;WANDER;aller au marché;marché;
H0103;-14.43097509;16.48586612;11:00;STILL;magasin;magasin;
H0103;-14.43097598;16.48552367;11:30;STILL;Préparer le déjeuner;cuisine;
H0103;-14.43116883;16.48555315;14:00;STILL;déjeuner;Cour;
H0103;-14.43116883;16.48555315;15:00;STILL;prière+ thé;cour;
H0103;-14.43116883;16.48555315;17:00;STILL;palabrer;cour;
H0103;-14.43116883;16.48555315;18:00;REST;Repos;cour;
H0103;-14.43116883;16.48555315;20:00;STILL;diner;cour;
H0104;-14.43105982;16.48547518;06:00;STILL;prière+ wird;chambre;
H0104;-14.43116883;16.48555315;07:00;STILL;petit dejeuner;cour;
H0104;585;384;08:00;STILL;aller au champ;Champ;
H0104;-14.43116883;16.48555315;19:00;REST;repos;cour;
H0104;-14.43116883;16.48555315;21:00;FEED;diner;cour;
H0104;-14.43114631;16.48544215;22:00;REST;Dormir;chambre (310);
H0105;-14.43110137;16.48572648;05:00;STILL;prière+ wird;cour;
H0105;-14.43117079;16.48566546;07:00;REST;dormir;chambre (308);
H0105;-14.43105216;16.48571816;07:30;FEED;petit dejeuner;cour;
H0105;-14.43105216;16.48571816;08:00;REST;Repos;cour;
H0105;-14.43105216;16.48571816;14:00;FEED;déjeuner;cour;
H0105;-14.43105216;16.48571816;15:00;REST;Dormir;cour;
H0105;-14.43110137;16.48572648;17:00;STILL;prière;cour;
H0105;-14.43105216;16.48571816;20:00;FEED;diner;cour;
H0105;-14.43117079;16.48566546;21:00;REST;Dormir;chambre;
H0106;-14.43110137;16.48572648;05:00;STILL;priere;cour;
H0106;-14.43259074;16.48622149;06:00;WANDER;aller au marché;marché;
H0106;-14.43105216;16.48571816;21:00;REST;repos;cour ;
H0106;-14.43119983;16.48568206;22:00;REST;Dormir;chambre (306);
H0107;-14.43089448;16.48578456;05:00;STILL;prière;chambre ;
H0107;-14.4310568;16.48582347;06:00;WANDER;tache ménagére;cour;
H0107;-14.43289846;16.4859378;09:00;WANDER;aller au marché;marché;
H0107;-14.43097509;16.48586612;09:15;STILL;entrer dans le magasin;magasin;
H0107;-14.43110029;16.4858068;09:30;STILL;préparer le dejeuner;cuisine;
H0107;-14.43105216;16.48571816;14:00;FEED;déjeuner;Cour;
H0107;-14.43105216;16.48571816;15:00;STILL;préparer Thé;cour;
H0107;-14.43110029;16.4858068;17:00;STILL;préparer le diner;cour;
H0107;-14.43110029;16.4858068;20:00;FEED;Diner;cour;
H0107;-14.43110029;16.4858068;21:00;STILL;Palabrer;cour;
H0107;-14.43089448;16.48578456;23:00;REST;Dormir;chambre (309);
H0108;-14.43090221;16.48578583;00:00;REST;Dormir;chambre;
H0108;-14.43104425;16.48573302;07:00;WANDER;prière + tâche ménagére;cour  ;
H0108;-14.43104425;16.48573302;08:00;FEED;petit dejeuner;cour;
H0108;-14.43286892;16.48629361;08:30;WANDER;aller au marché;marché;
H0108;-14.43109643;16.48580807;10:00;STILL;préparatif dejeuner;cuisine;
H0108;-14.43109643;16.48580807;11:00;STILL;préparer le dejeuner;cuisine;
H0108;-14.43104425;16.48573302;14:00;FEED;déjeuner;Cour;
H0108;-14.43104425;16.48573302;14:30;STILL;préparer le thé;cour;
H0108;-14.43122054;16.4857063;15:00;REST;Dormir;chambre (307);
H0108;-14.43109643;16.48580807;17:00;STILL;préparer le diner;Cuisine;
H0108;-14.43104425;16.48573302;20:00;FEED;diner;cour;
H0108;-14.43104425;16.48573302;21:00;STILL;palabrer;cour;
H0109;-14.43105755;16.48581386;06:00;WANDER;priere+ tache ménagére;cour;
H0109;-14.43104425;16.48573302;08:00;FEED;petit dejeuner;cour;
H0109;-14.43264442;16.48630578;08:30;WANDER;aller au marché;marché;
H0109;-14.43097509;16.48586612;10:00;STILL;magasin;magasin;
H0109;-14.43109643;16.48580807;10:15;STILL;préparatif dejeuner;cuisine (303);
H0109;-14.43109643;16.48580807;12:00;STILL;preparer le repas;cuisine (303);
H0109;-14.43104425;16.48573302;14:00;FEED;déjeuner;cour;
H0109;-14.43092228;16.48587472;15:00;REST;Dormir;chambre (305);
H0109;-14.43109643;16.48580807;17:00;STILL;préparer le diner;cuisine (303);
H0109;-14.43104425;16.48573302;19:00;FEED;diner;cour;
H0109;-14.43104425;16.48573302;21:00;STILL;palabrer;cour ;
H0109;-14.43092228;16.48587472;23:00;REST;Dormir;chambre;
H0110;-14.43100537;16.48578607;06:00;STILL;prière;cour;
H0110;585;384;07:00;STILL;aller au champ;Champ;
H0110;-14.43104425;16.48573302;10:00;REST;Repos;cour;
H0110;-14.43104425;16.48573302;14:00;FEED;déjeuner;Cour;
H0110;585;384;15:00;STILL;aller au champ;Champ;
H0110;-14.43104425;16.48573302;17:00;REST;Repos;cour;
H0110;-14.43100116;16.48584489;20:00;STILL;regarder la télé;salon;
H0110;-14.43093577;16.48584998;22:00;REST;Dormir;chambre;
H0111;-14.43100537;16.48578607;06:00;WANDER;prière+ préparatif;cour;
H0111;445;0;07:40;STILL;aller à l'école;School;
H0111;-14.43105755;16.48581386;13:00;WANDER;tache ménagére;cour;
H0111;-14.43104425;16.48573302;14:00;FEED;déjeuner;Cour;
H0111;-14.43105755;16.48581386;15:00;WANDER;tâche ménagére;cour  ;
H0111;-14.43104425;16.48573302;15:30;REST;Dormir;cour;
H0111;-14.43103756;16.48564728;17:00;STILL;remplir les canaris;cour;
H0111;-14.43104425;16.48573302;18:00;REST;repos;cour (302);
H0111;-14.43119959;16.48570824;21:00;REST;Dormir;chambre;
H0117;-14.43100537;16.48578607;05:00;STILL;prière;cour;
H0117;-14.43100537;16.48578607;06:00;REST;Dormir;cour;
H0117;-14.43253701;16.48607996;09:00;WANDER;aller au marché;marché;
H0117;-14.43104425;16.48573302;17:00;STILL;palaber;cour;
H0117;-14.43092131;16.48576661;22:00;REST;Dormir;chambre;
H0201;-14.43042985;16.4859677;05:00;STILL;prière;cour;
H0201;-14.43041913;16.4860037;05:30;REST;Dormir;veranda;
H0201;-14.43055055;16.48597541;10:00;REST;Repos;cour;
H0201;-14.43055055;16.48597541;14:00;FEED;déjeuner;Cour;
H0201;-14.43055055;16.48597541;15:00;STILL;palabrer;cour;
H0201;-14.43055055;16.48597541;17:00;STILL;palabrer;cour;
H0201;-14.43037621;16.48602428;22:00;REST;Dormir;chambre (300);
H0202;-14.43038962;16.48602171;00:00;REST;Dormir;chambre (301);
H0202;-14.43055055;16.48597541;11:00;FEED;petit dejeuner;cour;
H0202;-14.43252004;16.48606137;11:30;WANDER;aller au marché;marché;
H0202;-14.43055055;16.48597541;14:00;FEED;déjeuner;Cour;
H0202;-14.43055055;16.48597541;15:00;REST;Dormir;cour;
H0202;-14.43042985;16.4859677;17:00;STILL;palaber;cour;
H0203;-14.43046472;16.486068;09:00;WANDER;tache ménagére;cour;
H0203;-14.43261784;16.48593247;10:00;WANDER;aller au marché;marché;
H0203;-14.43055055;16.48597541;11:00;REST;repos;cour;
H0203;-14.43055055;16.48597541;14:00;FEED;déjeuner;Cour;
H0203;-14.43055055;16.48597541;15:00;STILL;palabrer;cour;
H0203;-14.43042985;16.4859677;17:00;STILL;faire le thé;cour;
H0203;-14.43042985;16.4859677;20:00;STILL;regarder la télé;cour ;
H0203;-14.43042985;16.4859677;21:00;FEED;Diner;cour;
H0203;-14.43038157;16.48597284;22:00;REST;Dormir;chambre;
H0204;-14.43042985;16.4859677;07:00;FEED;Petit dejeuner;cour;
H0204;445;0;07:40;STILL;aller à l'école;School;
H0204;-14.43055055;16.48597541;14:00;FEED;déjeuner;Cour;
H0204;445;0;15:00;STILL;aller à l'école;School;
H0204;-14.43042985;16.4859677;19:00;REST;repos;cour;
H0204;-14.43038157;16.48597284;21:00;REST;Dormir;chambre;
H0205;-14.43046472;16.486068;09:00;WANDER;tache ménagére;cour;
H0205;-14.43261784;16.48593247;10:00;WANDER;aller au marché;marché;
H0205;-14.43055055;16.48597541;11:00;REST;repos;cour;
H0205;-14.43055055;16.48597541;14:00;FEED;déjeuner;Cour;
