H0205;-14.43055055;16.48597541;15:00;STILL;palabrer;cour;
H0205;-14.43042985;16.4859677;17:00;STILL;faire le thé;cour;
H0205;-14.43042985;16.4859677;20:00;STILL;regarder la télé;cour ;
H0205;-14.43042985;16.4859677;21:00;FEED;Diner;cour;
H0205;-14.43038157;16.48597284;22:00;REST;Dormir;chambre;
H0301;-14.43005205;16.48601657;05:00;STILL;prière;cour  ;
H0301;-14.43005205;16.48601657;06:00;FEED;petit dejeuner;cour  ;
H0301;-14.42283054;16.486163;07:00;STILL;amener le bétail;village;
H0301;-14.43011863;16.48605546;16:00;FEED;dejeuner;cour;
H0301;-14.42283054;16.486163;17:00;STILL;amener le bétail;village;
H0301;-14.43005205;16.48601657;20:00;REST;Dormir;cour;
H0301;-14.43005205;16.48601657;21:00;FEED;diner;cour;
H0301;-14.4302839;16.48594992;21:30;REST;Dormir;chambre;
H0302;-14.43005205;16.48601657;05:00;STILL;prière;cour;
H0302;-14.43017268;16.48576839;05:30;REST;Dormir;chambre (291);
H0302;-14.43005205;16.48601657;07:00;FEED;petit déjeuner;cour;
H0302;-14.43014822;16.48597284;08:00;REST;repos;cour;
H0302;-14.43014822;16.48597284;14:00;FEED;déjeuner;cour;
H0302;-14.43014822;16.48597284;15:00;STILL;palabrer;cour;
H0302;-14.43014822;16.48597284;17:00;STILL;palaber;cour;
H0302;-14.43042985;16.4859677;19:00;STILL;regarder la télé;cour ;
H0302;-14.43014822;16.48597284;21:00;FEED;diner;cour;
H0302;-14.43017103;16.485764;22:00;REST;Dormir;chambre;
H0303;-14.43014822;16.48597284;07:00;WANDER;priere+ tache ménagére;cour;
H0303;-14.43014822;16.48597284;09:00;FEED;petit dejeuner;cour;
H0303;-14.43010993;16.48605268;10:00;STILL;preparer le déjeuner;cuisine;
H0303;-14.43014822;16.48597284;14:00;FEED;déjeuner;cour;
H0303;-14.43014822;16.48597284;15:00;STILL;palabrer;cour;
H0303;-14.43010993;16.48605268;17:00;FEED;préparer le diner;cuisine;
H0303;-14.43014822;16.48597284;21:00;STILL;regarder la télé;cour ;
H0303;-14.43014822;16.48597284;22:00;FEED;diner;cour;
H0303;-14.43014208;16.48578065;23:00;REST;Dormir;chambre;
H0304;-14.43014208;16.48578065;00:00;REST;dormir;chambre;
H0304;-14.43014822;16.48597284;08:00;STILL;prière;cour;
H0304;-14.43014822;16.48597284;08:15;FEED;petit dejeuner;cour;
H0304;-14.43308086;16.48605435;08:30;STILL;aller au travail;marché;
H0304;-14.43014822;16.48597284;13:00;REST;Repos;cour ;
H0304;-14.43014822;16.48597284;14:00;FEED;déjeuner;cour;
H0304;-14.43308086;16.48605435;15:00;STILL;aller au travail;marché;
H0304;-14.43014822;16.48597284;22:00;FEED;dîner;cour;
H0304;-14.43014822;16.48597284;22:30;STILL;palabrer;cour;
H0305;-14.43014822;16.48597284;07:00;STILL;prière;cour(87);
H0305;-14.43014822;16.48597284;07:30;FEED;petit déjeuner;cour (87);
H0305;-14.43014822;16.48597284;08:00;WANDER;tache ménagére;cour;
H0305;-14.43290854;16.48590839;09:00;WANDER;aller au marché;marché;
H0305;-14.43010993;16.48605268;10:00;STILL;préparatif du dejeuner;cuisine (288);
H0305;-14.43010993;16.48605268;11:00;STILL;preparer le dejeuner;cuisine;
H0305;-14.43014822;16.48597284;13:00;FEED;repas;cour;
H0305;-14.43020288;16.48582229;14:00;REST;Dormir;chambre (292);
H0305;-14.43010993;16.48605268;16:00;STILL;préparer le diner;cuisine;
H0305;-14.43014822;16.48597284;18:00;REST;repos;cour;
H0305;-14.43014822;16.48597284;20:00;FEED;diner;cour;
H0305;-14.43014822;16.48597284;21:00;STILL;palabrer;cour;
H0305;-14.43020288;16.48582229;23:00;REST;dormir;chambre;
H0306;-14.43014822;16.48597284;06:00;STILL;prière;cour;
H0306;-14.43264442;16.48630578;06:30;WANDER;aller au marcher;marché;
H0306;-14.43042985;16.4859677;17:00;FEED;déjeuner+ thé+ repos;cour;
H0306;-14.43253701;16.48607996;19:00;WANDER;aller au marcher;marché;
H0306;-14.43014822;16.48597284;21:00;FEED;diner;cour;
H0306;-14.43042985;16.4859677;21:30;STILL;Diner;cour;
H0306;-14.43020288;16.48582229;23:00;REST;Dormir;chambre;
H0307;-14.43053144;16.48720154;08:00;STILL;prière+ acheter du pain ;Boulangerie;
H0307;-14.43014822;16.48597284;08:20;FEED;petit dejeuner;cour;
H0307;-14.43014822;16.48597284;08:40;WANDER;tache ménagére;cour;
H0307;-14.43020288;16.48582229;09:00;REST;repos+ regarder la télé;chambre;
H0307;-14.43014822;16.48597284;13:00;FEED;déjeuner;cour;
H0307;-14.43010993;16.48605268;13:30;STILL;laver les boles;cuisine;
H0307;-14.42964547;16.48711659;14:00;WANDER;aller jour;village;
H0307;-14.43014822;16.48597284;17:00;STILL;Palabrer;cour;
H0307;-14.43014822;16.48597284;20:00;FEED;diner;cour;
H0307;-14.43020288;16.48582229;20:30;REST;dormir;chambre;
H0308;-14.43014822;16.48597284;06:00;STILL;prière + tâche ménagére;cour  ;
H0308;-14.43014822;16.48597284;08:00;FEED;petit dejeuner;cour;
H0308;-14.43014822;16.48597284;08:40;STILL;palabrer;cour;
H0308;-14.43017103;16.485764;10:00;REST;repos;chambre;
H0308;-14.43014822;16.48597284;13:00;FEED;déjeuner;cour;
H0308;-14.43014822;16.48597284;13:30;WANDER;tâche ménagére;cour  ;
H0308;-14.43017103;16.485764;14:00;REST;Dormir;chambre;
H0308;-14.43014822;16.48597284;17:00;STILL;regarder la télé;cour ;
H0308;-14.43014822;16.48597284;19:00;STILL;palabrer;cour;
H0308;-14.43014822;16.48597284;21:00;FEED;diner;cour;
H0308;-14.43017103;16.485764;22:00;REST;dormir;chambre;
H0401;-14.4295329;16.48617471;05:20;STILL;prière;cour ;
H0401;-14.4295329;16.48617471;06:00;FEED;Petit déjeuner;cour;
H0401;-14.43218286;16.48672775;07:30;STILL;aller travailler;moulin;
H0401;-14.42961217;16.48618365;13:00;REST;Repos;cour;
H0401;-14.42961217;16.48618365;14:00;FEED;Déjeuner;cour;
H0401;-14.43218286;16.48672775;14:30;STILL;aller travailler;moulin;
H0401;-14.42952626;16.4861889;19:00;REST;Repos;cour;
H0401;-14.42945451;16.48601336;23:00;REST;Dormir;chambre;
H0402;-14.42959734;16.48608409;06:00;STILL;prière;cour (281);
H0402;-14.42959734;16.48608409;07:30;WANDER;tache ménagére;cour (281);
H0402;-14.42945451;16.48601336;08:00;REST;dormir;chambre 282;
H0402;-14.43289846;16.4859378;09:00;WANDER;aller au marché;marché;
H0402;-14.42952626;16.4861889;09:30;STILL;préparatif dejeuner;cour;
H0402;-14.42942635;16.48604551;11:00;STILL;magasin;magasin;
H0402;-14.42961276;16.48605773;12:00;STILL;Préparer le déjeuner;cuisine;
H0402;-14.42952626;16.4861889;14:00;FEED;déjeuner;cour;
H0402;-14.42945451;16.48601336;14:30;REST;Dormir;chambre;
H0402;-14.42961276;16.48605773;16:00;STILL;preparer le diner;cuisine;
H0402;-14.42952626;16.4861889;18:00;REST;Repos;cour;
H0402;-14.42952626;16.4861889;20:00;FEED;Diner;cour;
H0402;-14.42952626;16.4861889;21:00;STILL;palabrer;cour;
H0402;-14.42945451;16.48601336;22:00;REST;dormir;chambre;
H0403;484;47;05:30;STILL;prière;Mosquée;
H0403;-14.42942379;16.48602338;06:00;REST;Dormir;chambre 04;
H0403;-14.42952626;16.4861889;08:00;FEED;petit dejeuner;cour;
H0403;-14.43292435;16.48582345;08:30;STILL;aller travailler;marché;
H0403;-14.42952626;16.4861889;17:00;REST;repos;cour;
H0403;-14.42952626;16.4861889;19:00;STILL;regarder la télé;cour ;
H0403;-14.42952626;16.4861889;20:00;FEED;diner;cour;
H0403;-14.42952626;16.4861889;21:00;STILL;regarder la télé;cour ;
H0403;-14.42942379;16.48602338;23:00;REST;Dormir;chambre 283;
H0404;-14.42942379;16.48602338;06:00;STILL;prière;chambre ;
H0404;-14.42942379;16.48602338;06:30;REST;dormir;chambre;
H0404;-14.42952626;16.4861889;08:00;FEED;petit dejeuner;cour;
H0404;-14.43259659;16.48630425;10:00;WANDER;aller au marché;marché;
H0404;-14.42942635;16.48604551;11:00;STILL;aller au magasin;magagin 286;
H0404;-14.42961276;16.48605773;11:05;STILL;preparer le dejeuner;cuisine (cour);
H0404;-14.42952626;16.4861889;14:00;FEED;déjeuner;cour;
H0404;-14.42952626;16.4861889;15:00;FEED;Thé;cour;
H0404;-14.42961276;16.48605773;17:00;STILL;préparer le diner;cuisine (cour);
H0404;-14.42952626;16.4861889;19:00;REST;repos;cour;
H0404;-14.42952626;16.4861889;21:00;STILL;regarder la télé;cour ;
H0404;-14.42942379;16.48602338;23:00;REST;Dormir;chambre 283;
H0405;-14.42952973;16.48600474;00:00;REST;dormir;chambre 284;
H0405;-14.42959734;16.48608409;06:00;WANDER;prière+ tache ménagére;cour ;
H0405;-14.42952626;16.4861889;08:00;FEED;petit dejeuner;cour;
H0405;-14.43252004;16.48606137;10:00;WANDER;aller au marcher;marché;
H0405;-14.42942635;16.48604551;11:00;STILL;magasin;magasin;
H0405;-14.42961276;16.48605773;11:30;STILL;prépaprer le diner;cuisine;
H0405;-14.42952626;16.4861889;14:00;FEED;déjeuner;cour;
H0405;-14.42952626;16.4861889;15:00;REST;repos;cour;
H0405;-14.42961276;16.48605773;17:00;STILL;preparatif diner;cuisine;
H0405;-14.42952626;16.4861889;19:00;STILL;prière+ repos;cour;
H0405;-14.42952626;16.4861889;22:00;FEED;diner;cour;
H0405;-14.42952626;16.4861889;23:00;STILL;palabrer;cour;
H0406;-14.42949072;16.48600179;05:00;STILL;prière;chambre 285;
H0406;-14.42949072;16.48600179;06:00;REST;dormir;chambre;
H0406;-14.42947542;16.48603881;09:00;FEED;petit dejeuner;Veranda;
H0406;-14.42947542;16.48603881;09:30;REST;repos;veranda;
H0406;-14.42952626;16.4861889;14:00;FEED;déjeuner;cour;
H0406;-14.42947542;16.48603881;14:30;REST;Dormir;veranda;
H0406;-14.42947542;16.48603881;16:00;REST;repos;veranda;
H0406;-14.42952626;16.4861889;18:00;REST;repos;cour;
H0406;-14.42949072;16.48600179;22:00;REST;Dormir;chambre;
H0407;-14.42952626;16.4861889;07:00;WANDER;prière + tâche ménagére;cour  ;
H0407;-14.42952626;16.4861889;08:00;FEED;petit dejeuner;cour;
H0407;-14.43095111;16.48896239;09:00;STILL;Aller à l'école coranique;Gallé Baba;
H0407;-14.42961276;16.48605773;12:00;WANDER;aider à préparer le dej;cuisine;
H0407;-14.42959734;16.48608409;14:00;FEED;déjeuner;cour;
H0407;-14.42952626;16.4861889;14:30;WANDER;tâche ménagére;cour  ;
H0407;-14.42952626;16.4861889;15:00;REST;Dormir;cour;
H0407;-14.42997632;16.48612755;17:00;WANDER;aller jouer;village;
H0407;-14.42961276;16.48605773;18:00;FEED;diner;cuisine;
H0407;-14.42952626;16.4861889;20:00;FEED;diner;cour;
H0407;-14.42952626;16.4861889;22:00;STILL;regarder la télé;cour ;
H0407;-14.42945597;16.48601374;23:00;REST;dormir;chambre;
H0408;-14.42953309;16.48599895;00:00;REST;dormir;chambre;
H0408;-14.42947542;16.48603881;05:00;STILL;prière;Veranda;
H0408;-14.42953309;16.48599895;06:00;REST;Dormir;chambre;
H0408;-14.42947542;16.48603881;09:00;FEED;petit déjeuner;Veranda;
H0408;-14.42952626;16.4861889;09:30;REST;repos;cour;
H0408;-14.42952626;16.4861889;14:00;FEED;Déjeuner;cour;
H0408;-14.42952626;16.4861889;14:30;REST;Dormir;cour;
H0408;-14.42959734;16.48608409;16:00;REST;repos+ regarder la télé;Cour;
H0409;-14.42959734;16.48608409;14:00;FEED;déjeuner;Cour;
H0502;-14.42983413;16.48556383;05:00;STILL;prière+ wird;chambre 294;
H0502;-14.42983413;16.48556383;07:00;REST;dormir;chambre;
H0502;-14.42983413;16.48556383;08:00;FEED;petit dejeuner;chambre;
H0502;-14.42990323;16.48552121;08:30;REST;repos;veranda;
H0502;-14.42990323;16.48552121;14:00;FEED;déjeuner;Veranda;
H0502;-14.42990323;16.48552121;14:30;REST;repos;veranda;
H0502;-14.42990323;16.48552121;17:00;STILL;prière;veranda;
H0502;-14.42990323;16.48552121;18:00;STILL;palabrer;veranda;
H0502;-14.42990323;16.48552121;20:00;FEED;diner;veranda;
H0502;-14.42983413;16.48556383;22:00;REST;Dormir;chambre;
H0503;-14.42969332;16.48572072;00:00;REST;Dormir;chambre 295;
H0503;-14.42969332;16.48572072;10:00;FEED;petit déjeuner;chambre;
H0503;-14.42969332;16.48572072;10:15;STILL;prière;chambre;
H0503;-14.42981673;16.48564016;10:30;WANDER;tache ménagére;cour;
H0503;-14.43200673;16.48649531;11:00;WANDER;aller au marché;marché;
H0503;-14.42986434;16.48563823;11:30;STILL;préparer le dejeuner;cuisine;
H0503;-14.42981673;16.48564016;14:00;FEED;déjeuner;cour;
H0503;-14.42990323;16.48552121;14:30;STILL;préparer le thé;Veranda;
H0503;-14.42969332;16.48572072;15:00;REST;repos;chambre;
H0503;-14.42986434;16.48563823;19:00;STILL;préparer le diner;cuisine;
H0503;-14.42981673;16.48564016;20:00;FEED;diner;cour;
H0503;-14.42981673;16.48564016;22:00;STILL;palaber;cour;
H0505;-14.42981673;16.48564016;05:00;WANDER;prière + tâche ménagére;cour  ;
H0505;-14.42981673;16.48564016;10:00;STILL;linge;cour;
H0505;-14.4299267;16.48557586;11:00;WANDER;aller au marché;marché;
H0505;-14.42986434;16.48563823;12:00;STILL;préparer le déjeuner;cuisine;
H0505;-14.4299267;16.48557586;14:00;FEED;déjeuner;Cour;
H0505;-14.4299267;16.48557586;15:00;REST;Dormir;cour;
H0505;-14.4299267;16.48557586;16:00;STILL;vendre de l'arachide;marché;
H0505;-14.42986434;16.48563823;18:00;STILL;préparer le diner;cuisine;
H0505;-14.42981673;16.48564016;21:00;REST;repos;cour;
H0505;-14.42988898;16.48550044;22:00;REST;Dormir;chambre 298;
H0506;-14.43008626;16.4855394;00:00;REST;Dormir;chambre;
H0506;-14.42981673;16.48564016;06:00;STILL;prière;cour;
H0506;-14.42981673;16.48564016;06:15;FEED;Petit déjeuner;cour;
H0506;-14.43192012;16.49005817;07:00;STILL;aller au travail;village;
H0506;-14.4299267;16.48557586;17:00;REST;repos;cour;
H0506;-14.4299267;16.48557586;18:00;FEED;repas;cour;
H0506;-14.4330674;16.48618394;18:30;WANDER;promenade;village;
H0506;-14.42981673;16.48564016;20:00;FEED;diner;cour;
H0506;-14.42981673;16.48564016;22:00;STILL;palabrer;cour;
H0507;-14.42981673;16.48564016;07:00;STILL;prière;cour;
H0507;-14.42981673;16.48564016;08:00;FEED;petit dejeuner;cour;
H0507;-14.42834151;16.49056345;10:00;STILL;aller chercher du bois;village;
H0507;-14.4299267;16.48557586;12:00;REST;repos;cour;
H0507;-14.4299267;16.48557586;14:00;FEED;déjeuner;Cour;
H0507;585;384;15:00;STILL;aller au champ;Champ;
H0507;-14.42981673;16.48564016;17:00;REST;repos;cour ;
H0507;-14.42992922;16.48548565;19:00;REST;Dormir;chambre;
H0508;-14.43053144;16.48720154;07:00;STILL;chercher du pain;cour;
H0508;-14.43053144;16.48720154;07:15;FEED;Petit déjeuner;cour;
H0508;445;0;08:00;STILL;aller à l'école;School;
H0508;-14.4299267;16.48557586;13:00;WANDER;tache ménagére;cour;
H0508;-14.4299267;16.48557586;14:00;FEED;déjeuner;Cour;
H0508;445;0;15:00;STILL;aller à l'école;School;
H0508;-14.4299267;16.48557586;18:00;WANDER;tache ménagére;cour;
H0508;-14.42981673;16.48564016;19:00;REST;repos;cour;
H0508;-14.42967857;16.48568471;22:00;REST;Dormir;chambre;
H0701;-14.43048913;16.48485038;04:30;STILL;prière;cour(317);
H0701;585;384;06:00;STILL;aller au champ;Champ;
H0701;-14.43048913;16.48485038;08:30;FEED;dejeuner;cour;
H0701;-14.43048913;16.48485038;09:00;REST;repos;cour;
H0701;-14.43058837;16.48489282;14:00;FEED;déjeuner;Cour;
H0701;-14.43058837;16.48489282;15:00;WANDER;jouer avec les enfants;cour;
H0701;-14.43048511;16.4848941;18:00;REST;repos;cour;
H0701;-14.43039123;16.48475908;22:00;REST;Dormir;chambre;
H0702;-14.43048913;16.48485038;06:00;STILL;prière;cour  ;
H0702;-14.43048913;16.48485038;06:15;FEED;petit dejeuner;cour  ;
H0702;-14.43048913;16.48485038;06:30;WANDER;Tâche ménagére;cour;
H0702;-14.43261784;16.48593247;10:00;WANDER;aller au marché;marché;
H0702;-14.43064604;16.48497641;10:30;STILL;magasin;magasin (319);
H0702;-14.43066884;16.48494683;11:00;STILL;preparatif du dejeuner;cuisine (318);
H0702;-14.43066884;16.48494683;12:00;STILL;preparer le dejeuner;cuisine;
H0702;-14.43058837;16.48489282;14:00;FEED;déjeuner;cour;
H0702;-14.43058837;16.48489282;14:30;STILL;préparer Thé;cour;
H0702;-14.43058837;16.48489282;15:20;REST;Dormir;cour;
H0702;-14.43058837;16.48489282;17:00;REST;repos;cour;
H0702;-14.43048511;16.4848941;19:00;STILL;prière;cour;
H0702;-14.43048511;16.4848941;20:00;FEED;diner;cour;
H0702;-14.43049181;16.48503813;22:00;REST;Dormir;chambre (321);
H0703;-14.43048913;16.48485038;06:00;STILL;prière;cour  ;
H0703;-14.43048913;16.48485038;06:15;FEED;petit dejeuner;cour  ;
H0703;-14.43048913;16.48485038;06:30;WANDER;Tâche ménagére;cour;
H0703;-14.43261784;16.48593247;10:00;WANDER;aller au marché;marché;
H0703;-14.43064604;16.48497641;10:30;STILL;magasin;magasin (319);
H0703;-14.43066884;16.48494683;11:00;STILL;preparatif du dejeuner;cuisine (318);
H0703;-14.43066884;16.48494683;12:00;STILL;preparer le dejeuner;cuisine;
H0703;-14.43058837;16.48489282;14:00;FEED;déjeuner;cour;
H0703;-14.43058837;16.48489282;14:30;STILL;préparer Thé;cour;
H0703;-14.43058837;16.48489282;15:20;REST;Dormir;cour;
