DSAA																																				
37																																				
23																																				
5	7																																			
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	7
7	5	7	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	7	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	7	5	7
7	5	7	5	7	7	7	7	7	5	7	5	7	7	7	5	7	7	7	7	7	5	7	7	7	5	7	7	7	5	7	7	7	5	7	5	7
7	5	5	5	5	5	5	5	7	5	5	5	7	5	7	5	5	5	5	5	7	5	5	5	5	5	7	5	7	5	7	5	5	5	7	5	7
7	7	7	7	7	5	7	5	7	7	7	7	7	5	7	7	7	7	7	5	7	7	7	5	7	5	7	5	7	5	7	7	7	7	7	5	7
7	5	5	5	7	5	7	5	5	5	5	5	5	5	7	5	5	5	5	5	7	5	7	5	7	5	7	5	7	5	5	5	5	5	7	5	7
7	5	7	5	7	7	7	7	7	7	7	5	7	5	7	5	7	7	7	7	7	5	7	7	7	5	7	5	7	7	7	7	7	5	7	5	7
7	5	7	5	5	5	5	5	5	5	7	5	7	5	7	5	5	5	7	5	5	5	5	5	7	5	5	5	5	5	7	5	5	5	7	5	7
7	5	7	7	7	7	7	7	7	5	7	7	7	5	7	7	7	5	7	5	7	7	7	5	7	7	7	7	7	5	7	5	7	7	7	5	7
7	5	5	5	5	5	7	5	5	5	7	5	7	5	5	5	7	5	7	5	5	5	7	5	5	5	5	5	7	5	7	5	5	5	5	5	7
7	5	7	7	7	5	7	7	7	5	7	5	7	7	7	5	7	5	7	7	7	7	7	5	7	5	7	5	7	5	7	7	7	7	7	7	7
7	5	5	5	7	5	5	5	7	5	7	5	7	5	5	5	7	5	5	5	7	5	5	5	7	5	7	5	7	5	5	5	7	5	5	5	7
7	7	7	7	7	7	7	5	7	5	7	5	7	5	7	7	7	7	7	5	7	5	7	7	7	5	7	5	7	7	7	5	7	7	7	5	7
7	5	5	5	5	5	7	5	7	5	5	5	5	5	7	5	5	5	7	5	7	5	5	5	7	5	7	5	5	5	7	5	5	5	5	5	7
7	5	7	7	7	5	7	5	7	7	7	7	7	5	7	7	7	5	7	5	7	7	7	5	7	7	7	5	7	7	7	7	7	7	7	5	7
7	5	7	5	5	5	7	5	5	5	5	5	7	5	5	5	5	5	7	5	5	5	7	5	7	5	7	5	5	5	5	5	5	5	7	5	7
7	5	7	5	7	7	7	7	7	5	7	5	7	7	7	5	7	7	7	7	7	5	7	5	7	5	7	7	7	7	7	7	7	5	7	5	7
7	5	7	5	5	5	5	5	7	5	7	5	7	5	7	5	7	5	5	5	5	5	7	5	5	5	5	5	5	5	7	5	7	5	5	5	7
7	5	7	7	7	7	7	5	7	5	7	5	7	5	7	7	7	5	7	7	7	7	7	5	7	7	7	7	7	5	7	5	7	7	7	7	7
7	5	7	5	5	5	7	5	7	5	7	5	5	5	5	5	7	5	5	5	5	5	7	5	7	5	5	5	7	5	5	5	5	5	5	5	7
7	5	7	5	7	7	7	5	7	7	7	5	7	7	7	5	7	7	7	7	7	5	7	7	7	5	7	5	7	7	7	7	7	5	7	5	7
7	5	7	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	7	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	7	5	7
7	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
